#run command: vcs -R -sverilog -f run.f -debug_access+all -top switch_test -cm line+cond+fsm+branch+tgl -cm_dir ./cov_work/simv.vdb -cm_name switch_test_cov +ntb_random_seed_automatic


--- Starting Simulation (Driver-Driven) ---
Number of packets about to be generated at each port:  20
[Driver_0] ID:0 Name:pkt_0 | Src:0001 Tgt:1110 | Data(Hex):c7 Data(Dec):199 | Type:MDP
[Driver_2] ID:220 Name:pkt_2 | Src:0100 Tgt:1111 | Data(Hex):7c Data(Dec):124 | Type:BDP
[Monitor_1] ID:221 Name:monitored | Src:0100 Tgt:0010 | Data(Hex):c2 Data(Dec):194 | Type:SDP
[Driver_0] ID:222 Name:pkt_0 | Src:0001 Tgt:1111 | Data(Hex):22 Data(Dec):34 | Type:BDP
[Monitor_0] ID:223 Name:monitored | Src:0100 Tgt:1111 | Data(Hex):7c Data(Dec):124 | Type:BDP
[Monitor_1] ID:224 Name:monitored | Src:0100 Tgt:1111 | Data(Hex):7c Data(Dec):124 | Type:BDP
[Monitor_2] ID:225 Name:monitored | Src:0100 Tgt:1111 | Data(Hex):7c Data(Dec):124 | Type:BDP
[Monitor_3] ID:226 Name:monitored | Src:0100 Tgt:1111 | Data(Hex):7c Data(Dec):124 | Type:BDP
[Driver_3] ID:227 Name:pkt_3 | Src:1000 Tgt:0111 | Data(Hex):ed Data(Dec):237 | Type:MDP
[Monitor_0] ID:228 Name:monitored | Src:0001 Tgt:1111 | Data(Hex):22 Data(Dec):34 | Type:BDP
[Monitor_1] ID:229 Name:monitored | Src:0001 Tgt:1111 | Data(Hex):22 Data(Dec):34 | Type:BDP
[Monitor_2] ID:230 Name:monitored | Src:0001 Tgt:1111 | Data(Hex):22 Data(Dec):34 | Type:BDP
[Monitor_3] ID:231 Name:monitored | Src:0001 Tgt:1111 | Data(Hex):22 Data(Dec):34 | Type:BDP
[Driver_3] ID:232 Name:pkt_3 | Src:1000 Tgt:0011 | Data(Hex):f6 Data(Dec):246 | Type:MDP
[Monitor_0] ID:233 Name:monitored | Src:1000 Tgt:0111 | Data(Hex):ed Data(Dec):237 | Type:MDP
[Monitor_1] ID:234 Name:monitored | Src:1000 Tgt:0111 | Data(Hex):ed Data(Dec):237 | Type:MDP
[Monitor_2] ID:235 Name:monitored | Src:1000 Tgt:0111 | Data(Hex):ed Data(Dec):237 | Type:MDP
[Monitor_0] ID:236 Name:monitored | Src:1000 Tgt:0011 | Data(Hex):f6 Data(Dec):246 | Type:MDP
[Monitor_1] ID:237 Name:monitored | Src:1000 Tgt:0011 | Data(Hex):f6 Data(Dec):246 | Type:MDP
--- Sequencers Done. Waiting for Drivers to drain... ---
--- Drivers Done. Waiting for Switch to drain... ---

=========================================
 INTEGRITY REPORT
 1. Total Pending (Checker):  0
 2. Input Rejections (FIFO):  0
 -----------------------------------------
 3. INTERNAL LOSS:            0
=========================================

[TEST] PASSED: All accepted packets were delivered.

=========================================
 HARDWARE STATE INSPECTION
 Port 0 FIFO Usage: 0 / 8
 Port 1 FIFO Usage: 0 / 8
 Port 2 FIFO Usage: 0 / 8
 Port 3 FIFO Usage: 0 / 8
=========================================


=========================================
 FUNCTIONAL COVERAGE RESULTS
=========================================
--- PORT 0 ---
  TOTAL (Valid): 95.00 %
  - Types:       100.00 %
  - Sources:     100.00 %
  - Targets:     87.50 %
  - Type x Src:  100.00 %
  - ROUTING:     87.50 %
--- PORT 1 ---
  TOTAL (Valid): 100.00 %
  - Types:       100.00 %
  - Sources:     100.00 %
  - Targets:     100.00 %
  - Type x Src:  100.00 %
  - ROUTING:     100.00 %
--- PORT 2 ---
  TOTAL (Valid): 100.00 %
  - Types:       100.00 %
  - Sources:     100.00 %
  - Targets:     100.00 %
  - Type x Src:  100.00 %
  - ROUTING:     100.00 %
--- PORT 3 ---
  TOTAL (Valid): 95.00 %
  - Types:       100.00 %
  - Sources:     100.00 %
  - Targets:     87.50 %
  - Type x Src:  100.00 %
  - ROUTING:     87.50 %
=========================================


=========================================
 DETAILED LOST PACKET REPORT
=========================================

=========================================
 CHECKER SUMMARY (Integrity Check)
-----------------------------------------
 Matches (Delivered):     158
 Mismatches (Corrupt):    0
 Total Pending (Missing): 0
-----------------------------------------
 BREAKDOWN OF MISSING PACKETS:
 (-) Valid HW Drops (FIFO Full): 0
 (=) INTERNAL LOSS (BUGS):       0
=========================================

TEST PASSED: Perfect transmission (0 drops, 0 loss).
$finish called from file "verification/switch_test.sv", line 267.
-------------------------------------------
PORT FSM COVERAGE for: switch_test.dut.port0_i
  [Total]:        41.67 %
  - States:       100.00 %
  - Transitions:  66.67 %
  - FIFO Full:    0.00 %
  - Congestion:   0.00 %
-------------------------------------------
-------------------------------------------
PORT FSM COVERAGE for: switch_test.dut.port1_i
  [Total]:        45.83 %
  - States:       100.00 %
  - Transitions:  83.33 %
  - FIFO Full:    0.00 %
  - Congestion:   0.00 %
-------------------------------------------
-------------------------------------------
PORT FSM COVERAGE for: switch_test.dut.port2_i
  [Total]:        41.67 %
  - States:       100.00 %
  - Transitions:  66.67 %
  - FIFO Full:    0.00 %
  - Congestion:   0.00 %
-------------------------------------------
-------------------------------------------
PORT FSM COVERAGE for: switch_test.dut.port3_i
  [Total]:        41.67 %
  - States:       100.00 %
  - Transitions:  66.67 %
  - FIFO Full:    0.00 %
  - Congestion:   0.00 %
-------------------------------------------
-------------------------------------------
Arbiter Coverage:    93.33 %
  - Contention:      100.00 %
  - Pointer Rot:     100.00 %
  - Stress Fairness: 83.33 %
-------------------------------------------
$finish at simulation time                12265

---------------------------------------------------------------------------
VCS Coverage Metrics: during simulation line, cond, FSM, branch, tgl was monitored
---------------------------------------------------------------------------

 Coverage status: End of All Coverages ...

           V C S   S i m u l a t i o n   R e p o r t 
Time: 12265
CPU Time:      0.370 seconds;       Data structure size:   0.1Mb
Sun Dec 21 18:03:45 2025
CPU time: .720 seconds to compile + .354 seconds to elab + .317 seconds to link + .409 seconds in simulation
